text,sentiment
 aww tessy wanna hug?,positive
Exams are kinda near. Just a week more. 2 Projects yet to be submitted  and almost failing in one of the subjects. May ALLAH save me,negative
"Scary lightning and thunder  I`m glad it`s over now. Going to sleep, I hope I`m not late to school tomorow again. Haha",positive
 Nice idea for a M-I-L gift. Did you crochet it? Good idea about looking online.  There are Youtube videos showing lefty crochet.,positive
good job!,positive
**** M-Audio IE-30s! I just remembered how much I <3 u & now the right earbud has ceased functioning  My Shure`s r 2 bright w/ lame bass.,neutral
 no problemo!!! Family Guy is on there too,positive
and so to London in a car that`s about 500 degrees with no air con!,neutral
" Actually SoS won`t be here, VI will be accompanied by Gliss and Make Me. The day after Brandi Carlile, busy month gigwise",neutral
Okay I lied! I meant this time next week! That is sooo much longer!!  I miss my mommy...,negative
If I were a transformer... I`d step on people just to hear them *squoosh*. But I`m not so I guess I`ll just have a cup of coffee instead.,neutral
 i know!  This season has just zoomed by!,neutral
 thanks  glad you like it,positive
what a lazy sunday... I love lazy days...,positive
On our way to Disneyland... Without Retsi,neutral
 I had fun tonight! I`ll leave you with this...Brandi Carlile will be in Dallas today.  We should just sneak into the show!,positive
the puppy shall loose his um... manly parts today  poor guy....,negative
Someone fly me to Reno,neutral
"more packing, cleaning, and getting **** done. last day in this apartment. this time tomorrow my **** will be in storage",neutral
has a tummy ache,negative
"Yep, . Sleep-fail. In another 7-8 hours, it`ll be D&D-fail.",negative
looking for new ideas for my blog,neutral
At work... What a miserable day,negative
BGT!!!!!!! - Will be gutted when it finishes tomorrow  - Stavros Flatley all the way!,negative
Less rain more sunshine,neutral
 Thanks for that!,positive
 Are we going to be able to buy more than 1 ticket online through livenation tomorrow? cant make it to LA,neutral
 ahh. That sucks.,negative
Aaaah did you see Prez Obama holding hands with his wifey? Soooo romantic even in White House.....,positive
mcfonalds roulette i i lose. they forgot mygrilled snack wrap,negative
" noooooooo  i miss you sooooooo much, gaah",negative
Had an awesome pedicure today!!,positive
"Next thing to do tomorrow morning: Temperature Check! It`s gonna be a routine till Swine Flu dies. Good Night, everyone!",positive
Elena left this morning. Nine months spent living with her and now it`ll probably be about 2 years till I see her again. Hmph.,negative
so **** tired. didn`t get home till 5:30. work at bjs at 12:15,negative
No  tonight ,neutral
is full from a nice dinner,positive
where is the sunshine...the only thing i see are clouds...,neutral
SCENE **** AT 4AM IS ALWAYS THE ****,negative
went to bestbuy today and found that they had pretty much ever HP except the one i wanted to look at,positive
I am sitting at work watching the clock.  It isn`t moving fast enough.,negative
First Happy Mothers Day  Second what is it that makes us think the way we do? Why do we feel the way we feel? I dont know but i wish i did,positive
liking my fake tan orange colour,positive
 so our bums really do look big it this,neutral
  He`s got adjusting his mate`s online shop... Zzzzzzzzzzzzzzz... Boring...,negative
": I saw US Postal was hiring, but once I was done filling out the pre-application thingy it didn`t show me jobs open in the area.",negative
 well u weren`t around 2 twit,neutral
that`s enough! I`ll do nothing for 2 hours.,neutral
http://twitpic.com/677bi - IVA!!!! i already miss yoo my sweet  ****,negative
 Chowder is the ****!!!!!!,negative
 Yep.,neutral
 sorry mo. we thought that u have to work tomorrow  we go to the casino together too :?),negative
" Munch away, my dear Watson, Munch away",neutral
 that`s crazy why would anyone not follow you? Your tweets are so much fun,neutral
 Thank you!  The best to you and yours tomorrow... I hope you all have a lovely day together!!,positive
 see you..... 08.08.09,neutral
ready to go to Milan  see ya`ll this evening..,neutral
hanging with amber.,neutral
" awww, I hates it wen families are brokun up by humuns. Maybee you see him agin wun day.",negative
"just came back home from NE gig, another fun night skankin...what a workout!",positive
" You`re not kidding when you say you have to be fast, are you?  I was there like 5 seconds after your tweet: nothing.",neutral
going to look at a bunch of open homes today. just to get a feel for the market. i think i`ve got a lot of saving to do...,neutral
I want to buy this great album but unfortunately i dont hav enuff funds  its 'long time noisy',negative
 Ooohhh  well you could always borrow and burn buddy. Lol,positive
"Surely you have guessed, the Arbiter is no other than Judith.",neutral
 I have a friend who loves that spot. I want to go,positive
 yeahhh. &dont judge my pillow,neutral
 haha I wish! I have a BFA in photography now.,positive
"Too many cocktails last night, my head hurts",negative
"I need to get in a good, hard workout today after work, I feel like I`ve been slacking! No good",negative
#bgt Can`t watch anymore,negative
Woah! 311 is really good!! The rain earlier was rather nice,positive
 awww cuuuute  Newborns are so fun!,positive
"right, so richard marx`s right here waiting is really making me feel nauseatingly sad.",negative
"Yes! Cold coffee from yesterday. No sugar, no cream !  The way I like it !",positive
Starving. And Alyssa`s mom would bring her subway.,neutral
" thanks, still waiting... i don`t know what`s taking him so long - is it a bad sign or good sign?",neutral
had a shitload of fun with her friends,positive
 public bathrooms,neutral
Everything I usually watch is pending!  http://eztv.it/index.php?main=showlist,neutral
"has tummy pains  n woke stu up for a drink in the middle of the night, I don`t remember it",negative
forgot the montel quote  and it was a good one..,neutral
"Why am I still away at 4am? Cos I don`t have school tomorrow, that`s why.",neutral
 aw you`re the ****  thanks so much for the twitter loveeee. i appreciate every last drop,positive
I just spent 45 minutes at the book store. I only bought one book.,neutral
"Brother #3 is wandering around the house in his underwear. As charming for his 2 sisters as it is for the other female guests, I`m sure",positive
super excited,positive
dreading work tomorrow wish I had one more day off,neutral
 Not yet... sorry,negative
"lacey is alright though. quite a few gashes, and she keeps her tail between her legs",neutral
 Kazim Kazim  i didn`t know that name ))),neutral
"YESSS, FLASH IS BEING **** TONIGHT!  It.........takes.................time...........to.........open...........a..........webpage......",negative
" Yea, us 3 and Max  Poor Trivun",neutral
im away from the comp....  ill be back later,neutral
_Polanco Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,positive
suivez moi  (=  follow me everybody,neutral
"Wow, been away 4 a while...stupid lap top is in the shop...still    Hope everyone is well!",neutral
" Welcome, found her yesterday by accident.",neutral
 what are you doing here? I thought you were back at work today!,neutral
Missing my morning work out cause my bench press is back in Jakarta  goodluck diga! Test will be easy peasy! Hehehe,positive
#BGT  ooooh tooo weird for me,negative
sitting at the chevy dealership in utah waiting for the van to be fixed,neutral
Thanks    _Twit01,positive
" Is there going to be a New-Brunswick, Canada Drive? lol I live far far away",neutral
167 SQL queries to display one single deal page on OzBargain. Looks like I`ll have fun optimising it!  Bad bad Drupal...,positive
 I cnt get it!! its goin to ur old messages?!?  >>>> HELP?<<<<,negative
my favorite curling iron broke,positive
band practice,neutral
 Haha.. Hey you should check out   Love her/his tweets,positive
 and guess what ! ive got 20 % ! wow its impossible,negative
upgraded,neutral
Willie is pouting because Grandma didn`t put any treats on my food  http://apps.facebook.com/dogbook/profile/view/6877293,negative
I love to jazzercise with Mrs. Underwood. I wish she was my chaperone.,positive
Well just left six flags. Didn`t get to ride what i wanted to. Bummer.   maybe next time.,negative
" Same as, it`s BS I tell you! Ah well, better attempt some",neutral
 cold and rainy,neutral
" Yep, they sang your song!",neutral
HAPPY MOTHERS` DAY!,positive
'I can givee you anything but lovee' - Daniel Schuhmacher,neutral
apparently you are not getting on anymore... sad,negative
has a gym day and is hoping to enjoy the last Friday of her twenties.,positive
I have a headache. And I have nobody to keep me company.   _wants.to.be.a.kidd.again<3,negative
Wish I didn`t have to work today.,neutral
" it`s not the 10.5% so much as the A)Sugar and B)Taste ... lord that`ll put ya down, and not in the fun way",negative
 I really don`t want to send it over this site....it`s kinds private...,neutral
hanging with the cousin,neutral
   I tried that pincode... and it says it is expired... you only just put it up.,neutral
Can you believe it:Tomorrow Night will be Jay Leno`s last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.,positive
 what did someone do? and good morning,positive
  Is George still mending the car ?,neutral
 hhhhhhaaaaaaaaaaaaa!!!! Yo u hve me in tears!...its all  fault he said u cancelled so I thought....,neutral
my finger hurts cause its infected!,negative
why does zero have to have thomas in it?,neutral
 Wonderful trip!  Read all 4 Twilight novels.  Completely all consuming and engrossing.  Kinda sad to be done.,neutral
" Yes, sir!   See here http://is.gd/wz2K",neutral
_carter it says the video is private... and won`t let me watch,neutral
" Can`t, did I forget to say that?  hahaha   I wouldn`t be able to get home.",neutral
Don`t know what the heck to do with the space of time between now and BGT    Bored.,negative
 wellll...... only 2 that will feed me   the others were mainly shade loving native wildflowers.,positive
Aw I wish I was in Ireland  ,positive
I lost followers  Was it something I said?  I swear I am not into freeballing.  Ugg that is the last time I mention that thing.,neutral
Ahh I`m so confused  what can I do? I don`t wanna run away but can I really handle a real relationship? What is love anyways.. False hope!,negative
 so great to hear from u again today! U r the best! Cannot wait to see u on the cruise!!! <3 Cindy with the sign,positive
In pillow heaven,positive
 Lol at the VATS on The Insiders,positive
" Kinda the same here, maybe just a **** good coffee? Same dilemma, tho.",neutral
"Right, **** the whole Twitter silence experiment. The last four days have been murder with the inability to mouth off",negative
 http://twitpic.com/416b7 - hey! nice pic,positive
my sidekick is awkward flashing. oh well. leaving my mommy out her flowers and stuff,negative
 Yeah.,neutral
" Yes, you really should!",positive
i am leaving soon for Kansas City to take some of my stuff. Only 8 days of living in Carthage left.,neutral
Searching for wavy hairstyle,neutral
no luck in goin to forum.. im about the only person on earth not goin out,negative
 Im goodie. I feel like we are so disconnected,negative
can`t go to the movies today,negative
awww poor little girl on britains got talent,negative
" thks 4 the follow, and  tweets, i returned the love",positive
"thankyou short stack for bringing out a second sydney show,, now im going to both  im so thankful for you guys being so good 2 ur fans .",positive
"LaLaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!!",neutral
 sadly my corporate giant employer won`t let me get to that site...,negative
"Went to get dog from vets, theyve stitched her ear, charged us for it but she still bleeds like a waterfall everytime she moves. D: WHY!",negative
happy mother`s day mom. love you always,positive
 Yes sir...I just acquired a Master of Arts in Christian Ministry-a loooooong journey completed today...so thankful!,positive
poor bella is in the ER with her first and second ear infection since both ears are infected. Her screams were blood curdling!,negative
 LOL I can imagine you doing that. Ken said to let you know he agreed with a gazillion percent of what was being said.,neutral
off to work again ... mercedez`s last day,neutral
lovely night of steve-o and family guy. off to bed.,positive
" Yessir, yessir, three cheeks full.",neutral
_b BF @ gig in Portland OR.  That`s not driving distance to come save me from Burbank. I stuck ATM.  Working on plan B,negative
" what did you do?haha. just wash your feet and go to bed,mommas boy",neutral
another build failed! something is not right in the big scheme of things!,negative
 Been meaning to email you for months. Your pre-reunion party must be coming up soon. Really wish I could be there. >140 char soon,positive
went swimming with the fam for over 2 hours! we`re a little toasty,neutral
Excited to see the girls today;  its boring at work without you,neutral
 majorspoilers.com has problems - cannot get the site working,negative
 it was ok. Cute @ times.,positive
Feel hurt. in car. gonna watch a funny movie. someone talk,neutral
 nice .. I can`t ever get that from my ex!,positive
 Yep! It`s just quarter til 4 now.  I`m going to try to sleep now that my headache is subsiding. Take it easy Teddy!,negative
Interesting. I type `bike` i get 10 bike company followers. `Download` gets me 5 IT companies. Amused.  Can you say `keyword`?!,positive
"Paving your own road is intelligent only if nobody has gone exactly where you are going, come follow me",neutral
"http://bit.ly/253ce  :: I got bit in the face by a doberman when I was four years old, I just wanted a kiss   My neighbor had about 13 ...",neutral
" ugh! I have a knee injury too, except mine is just an infected cut that hurts like hell",negative
"_A_R_A I was wondering where you were, how come you didn`t twitter for a week? and yeah Adam withdrawal syndrome is real/not nice",negative
SB 239K.  Flop A Q 9.  4 players check. Turn 9. I check call 200 bet. River brick. I check call with trip 9`s with K kick. He shows A9.,neutral
http://bit.ly/TGVR7  via  thank you tiff,positive
is wondering y Mother Nature is making my life miserable,negative
I like  already  (new follower to join in midst of zombies mayhem),positive
_Blogs Congratulations lovely Japanese Children Happy Kodomo no hi,positive
"back,had a great MAD monday meeting tomorrow",positive
 always good to see you - even in cyberspace,positive
" ouch, thats your achy back...so sorry ... i didnt mean to cause you pain",negative
i neeeeeeeed music suggestions but no one will give them,neutral
One lane stop and go trafffffffic suckssss! Almost to wwork thanks to **** miinnnesota roads,negative
"I TRIED TO PUT A IRON ON , ON MY BOOK BAG AND I BURNT MY BAG WITH THE IRON LOL.. BUZZ KEEP MAKING FUN OF ME  ... (****) LOL",positive
  I have one fastsmallballbuster`y question. & I promise not to weirdherout w/the fact it MAY be on my visionboard,neutral
 Thanks for the thoughts... Unfortunatly it didn`t work out like we hoped... ah well. The paintings were beautiful.,positive
"the dog dug a hole in the backyard well iwas sleeping, now im grounded",negative
 - nice how the lifelock suit was brought by experian basically to reduce processing costs caused by ppl who don`t want id theft,positive
 9 days  I`m about ready to visit Torchwood and see if they`ve heard anything,positive
my last tweet didn`t send  bad phone,neutral
Had the best wknd with her man and levi and sara love u guys,positive
" Thanks!  Unfortunately the EU had probs with his satellite provider, so even though his TV LOOKS great, it`s basically useless",neutral
" Hi Simon, I`m new to this too - but just thought I`d tell you Jimmy Carr has tweeted that you make the Star Trek movie.",neutral
"I`m torn, do I get an extended warranty for my iPhone when mine runs out, or jailbreak? I`ve already got problems with battery & earpiece",negative
need to go to work soonish but i really dont want to  also trying to save money... life is fab (not),neutral
Thai food with Natalie. She loves this stuff. That makes me smile.,positive
" Oops..too late.  Already popped in Bridges, since I missed most of it on tv.   (I <3 Blair & Jo too!)",negative
When we got more followers we gonna have a competition.Hope you all look forward !,positive
 I have an even dozen.  thanks for reminding me. I quilt 2 and make 3. LOL,neutral
nothing,neutral
_B_ Shes bad they won`t sort her out and is in a lot of pain,negative
Just saw Star Trek. I am not a hardcore fan or anything but it was really good! Get at it,positive
"just watched devil wears prada, and i want to live in new york city more than ever. why must i be so poor",negative
 Have you been going to the Trop for the last 5 years?  No more games for you!,neutral
 Looks like they dialed it in a LOT...payed attention to all the small but important details in gameplay...still no blood tho,neutral
 see u bye see u!  i love the hot30,positive
borred what everyone doingn check out links on my profile,negative
In children`s hospital ER hoping Meredith does NOT have a broken elbow/arm,positive
 online! www.dujourmag.com/subscribe,neutral
"Morning all, finally got to stream media from PC to PS3 via wireless router, much easier than using a USB dongle, ah, techy simplicity.",positive
Yah! Feeling better and had a beaut day - Sophie razzing it at the skateboard park (at all of 3 yrs) and Charli happy at school,positive
 i wish i was home in bed naked,negative
"Wearing exactly the same clothes as I used to wear in Canada, beanie (or touque) and all.  Ahh brings back memories... I miss the snow",negative
 haha FINALLY !!  hiii friend .,neutral
" Sus Ate, I was so upset, I wasn`t informed AT ALL. Turns out, they told Sarms and they expected her to tell me. Huff.",negative
Dude my butt itches  but i cant scratch it cause ppl r here,negative
"You know... time was, you could look at a Web page`s source code and figure out how it worked. Now it takes a lot more effort.",neutral
" http://twitpic.com/67owu - Nice - I had tickets for tonight`s game, but I`m staying home sick",neutral
 LOL how many stalkers today?you just love getting creepy stalkers,positive
 Yayyyyyyyyyyy!!!!! but thats sp far away!,neutral
" Dang! Of course, I`m just jealous `cuz I didn`t think of it first",neutral
"Hey , I bet you and your tweeps have lots of mother wisdom to share.",positive
Work is an evil ****. That doesn`t let me check my text messages,negative
 lol I am blessed to have you in my life too 'mama'  Sorry about your back pain. You should do some stretches.,neutral
Woo hoo! My happiness score is 612. Apparently I am over-the-top happy. Considering the week I`ve had....,positive
_autism BUT on the bright side you`re on twitter! Morning!,neutral
 not all of them  You`ll be missing mine and everybody else`s on the east coast!!!!!,negative
 ohh i love green and purple.. and BLACK!,positive
 haha neither am I. It doesn`t matter though you guys do what you want,neutral
 well then take your sexy **** to sleep then foo.  how as your weekend mami?,neutral
"I`m off! Well, home... I will see you soon!",neutral
 o its feels like a hot box and no matter where i go in here it still feels like a hot box! ice cream isn`t working n e more,negative
I would rather end up heart broken then have regret because i didnt take a chance,negative
 i like the positivity  And no. you may NOT change your carrer. crazyb dog lady just isn`t the same.... when`s your maths test? x,positive
cynthia and jenny are spamming my twitter! haha,neutral
 I`M A CELEBRITY TOOOOO!,neutral
 - SO.... yeah. I VERY much appreciate that.,positive
I`ve experienced apathy over empathy in customer service situations too many times recently.,negative
Last week of class... Well technically classes are over just have two exams  and summmmmerrrrr begins...yeahhhhhyaaaaaa,positive
" polyester, protester, quester, semester, sequester...hope this helps",neutral
": I`m sure lots of that studio equipment was collected analog stuff that can`t be bought anymore.    seriously, condolences.",negative
"trying to decide what to do tonight. Study Chem or write the night away. The night`s still young, perhaps I`ll do both",neutral
"_d  I`m really happy for u n leigh  thnx for sharing this happiness with us, this means the world to us all!  love ya! Marta",positive
is happy that tiff can`t drop BIO so she can suffer with me  nyayhahahah!,neutral
 We want pictures as proof though,neutral
So.. finally finished setting up my  account. Will switch from  during this week,neutral
 New constructions poping up all over there now,neutral
I am hungry already. Not impressed! And everybody has gone to Rubys,negative
" you certainly can, and good morning to you",neutral
"Got my tattoo fixed today, and it didn`t hurt to much, thank god  Can`t wait to get the next one. $$$.",positive
 Yea I think I waited to long. oh well. thats cool. I should have signed up for more but I`m already done with core classes,positive
 wish you were on your way to Tampa! FL girls are missing ya!,neutral
Mmm wasabi coated peanuts! Burns so good,positive
Was supposeddd to hang out with al but her mommy wont let her  now what to dooo? Blah. Hahaha,negative
Happy Mother`s Day.. To All The MommiiEs Owt Theaa... & ii Think ii Got Thaa Hang Of ThiiS ThiiNg.. Yay!!!,positive
Making my momma a happy mother day card <3 I love my mommy,positive
I watched wayyyy too much Beverly Hills 90210 today and I am not proud of that fact.  TV FAIL,negative
 Thanks for the info,positive
 happy birthday man! my ride to the wedding  i`ll see you guys soon though. you play here JULY 27th!,positive
" Hey David, I`m wondering if you received a letter that has a song in it? From Malaysia? please reply  and have a nice day!",positive
 anyways have a severe headache ryt now! i jst love dis cup of tea i made me self!! its makin the headache go away,neutral
"Fell down the stairs at dancing, sword fell on me and now my bum hurts",negative
 Walaikum assalam...  Alhamdulillah... I`m in Chicago the w`end of May 29th... Are you there? Would be nice to meat... Duas!,positive
"Oh, these are all from www.overheardinlondon.co.uk The others were from the New York version.",neutral
" oh no, sorry to hear abt Firefox crashing on you.",negative
just woke up from a nap...,neutral
i dont wanna do this anymore! but the couch is jus sittin in the middle of the floor. do i really HAVE to finish?,neutral
Good morning world! I feel really sick.,neutral
Can`t find any pictures  !!!,neutral
just got Home from school!  it was fun ) oh btw its a music school.,positive
ps it`s rainging,positive
" Look at all this feedback!  You should do it more often, seriously  The crazier the topic, the better.",positive
Why don`t adobe realise no one WANTS to pay for Photoshop et al so they should just give it to us for free,neutral
finally getting sleepy right when the sky brightens ... figures! G`nimorning,positive
"i wish i was outside  thats the only thing thats gonna kill me about work all day, everyday during the summer.",negative
"Use twitter, quit life",neutral
I <3 Owl City.,neutral
i want a top that says ` www.bilko22.com `,neutral
Has been underpaid  just when i really didn`t need to be as well.,negative
_Schools haha funny cause i blame  and  for me not going to bed  its a vicious circle,neutral
"is rotting away at her desk. Would`ve been really down and out but thanks to YL, you made my day. You`re the best support system - EVER!",positive
and I bought FOUR ties  http://tinyurl.com/pvajlm,neutral
Trying to stay upbeat while I wait to get my keys out of my locked car,neutral
" Tom , today my school played POV at the break , and I almost cryed !  your show in sao paulo is today ! I wish i could be there!",negative
Fun at the water park then dinner at the rainforest cafe (all free!) then party tonight  pretty good Saturday I think.,positive
" Ouch, I`m sorry then",negative
watching 'Knowing' and lovin it,positive
 Thanks! Fotoreportage coming soon,neutral
" thank you, you are my first follower",positive
" ISHRA!! haha, cassie ventura? ...not after her haircut! where were you yesterday during the beat music awards?",neutral
"hmm, anyone else have their iPhone`s earphones` grey rubber disintegrating?",neutral
ugh.. my dad just told me to read an article about Kavya Shivashankar the spellin bee girl..and be more like her.,neutral
Ugh going to town. I can never rest!  wants to go to tylers but who knows when i will get back. (exausted),negative
My twitter is on c r a c k,negative
Okay so I`m trying to be happy and deal with my problems and my friends` also. Its hard,negative
_Dude Very nice. Good night,positive
 that sounds foreboding...,negative
man u know things get very interesting sometimes lolll....im just 2 **** good,positive
4th may officially announced as `bad luck day` ..,negative
Time to rinse out my conditoner,neutral
you know you love your mom when you stay up this late just to wrap her gifts (which look glorious) & hand-make a card.. happy mothers day,positive
"Just finished her tennis match... Lost tho  6-3, 1-6, 4-6",neutral
  no room for me smh,negative
wants to go swimming,neutral
 hahaha well why would you smack ME for that?!  hahaha THE BIG BANGGG,negative
" Hope you get better. I know you will have the best medical attention. if not let me know, I will be right over",positive
_flores aww i don`t! i guess that`s why it doesnt  (blackberrymessenger),negative
" Oh yeah, lots of rambly goodness. LOL You have mail.  Bed? This is early for me. ;) Probably why I`m an insomniac, huh?",neutral
Wrestlefest was fun! Now tune into www.latalkradio.com from 2-3 sunday and chat with me,positive
woo hoo its friday!! ....wait.... i have to work at the cleaners tomorrow.,positive
I hate the fact that I`m 4.5 hours away from you tonight and tomorrow we`ll be 1946 miles apart  I wish you were here (,negative
" I don`t know enough about #Sotomayor, but she made a big boo-boo talking about making law.  Doesn`t know what 3 branches do?",neutral
will be doing all the chores just for her mama,neutral
I would LOVE to ride the superman right now...,positive
"Truck has bit the dust, don`t know if I`ll make the Mustangs game tomorrow",negative
" yeah, guess we gotta wait til sometime in June",neutral
So tired and I have to work till 10:30 tonight!    Happy mothers day to everyone too  http://tinyurl.com/qu62bl,positive
"in 8th grade yearbook: for narnia movie release blurb, pic of aslan and my skandar!",neutral
"_carter http://twitpic.com/3mdce - ONE ROAD, WHERE IS THE DESTINATION?",neutral
 any chance at getting to see this?  I can be there within an hour,neutral
I wish I lived closer to the girls.  I`m tryna chill on a Friday night!    ( next weekeeend! Drink all day AND night?!),positive
"  Yeah, I posted it in the news blog yesterday.",neutral
_Trainr Thanks for the link.  It made me smile,positive
"**i hate my hair hiss tee, I feel like I shuld hang out in the ghetto wid dis style",negative
i say business ive only sold 2....and its not RL money  ...but its got me back into photoshop again,neutral
"is sipping OJ in the sun in San Pedro at La Soberana again, with sunny smiley Nita...  The garlic tomato paste is delicious! Yummy!!!",positive
I guess its bedtime. Goodnight twitter.  my bed is so big and empty without him.,positive
 looool .. me 2 !! ana i will vote 7ag ele ye6le3ni taqa3od now,neutral
"been working all day, finally relaxing!! i miss you",neutral
I`m going to town on these two dinner rolls and some dark chocolate  yummmm,positive
Greg Pritchard was ROBBED of a place in the final of BGT... Cry baby ****-face got through instead,negative
_x little Taylor? i feel sorry for the way she spells her name,negative
Also with the not driving part i could afford a laptop. Also living with a roommate i would save even more,positive
i lost mx way,negative
chilling at the casa,neutral
Heading home,neutral
sign up for tarte news http://tinyurl.com/dde2v6 my intro in the newsletter AND 20% off first purchase 2for1,neutral
 The portuguese national library could use it also. Right now they seem to be in a ca. 1995 web. Example http://u.nu/7y68,neutral
Adventures with jamie and bethhh,neutral
"Going to body pump then yoga, then going to enjoy a lovely bbq with the family, loving the may day holiday",positive
Feels very ucky today... I need more DEFENSE Vitamin Water because I don`t want to be sick no mores,negative
" and what did you do last night, I don`t recall being invited",neutral
bought awesome shooeessss,positive
 just took the Terminator trilogy :-D but what I need is actually TV series and I still can`t find anything tempting,negative
Eatin nachos watchin the game.!  all i gOtta say is LebrOn is a Beast. ! dO anybOdy feel me.?,neutral
IS BORED. Can`t even tease people now,negative
 Aw how come ur up so early? love ur youtube vids btw,positive
help! anyone know if there are stores that carry blackberry trackballs? just went to verizon retailer; no luck. do not want to order one,negative
" Ordered mine, thank you!!",positive
 how sweet,positive
"Coool. - Weekend wasnÃÂ¯ÃÂ¿ÃÂ½t that great, eeeh. Whattttever.  Friday was better than I expected it to be, so I... http://tumblr.com/x9i1qwu42",neutral
 cool and aww,positive
" would have been better, IMO, if it let you play through all 3 songs provided. I just start to 'get it' and it blacks out.",neutral
sooo tired of this cubicle,negative
is sad because his tea and oatmeal are cold,negative
 http://twitpic.com/67w20 - Jordan baby was talking to me!!!! I wish I coulda met you!! ugh,positive
Nooooothing to do tonight,negative
 if only I had half the drive you had!!!  You are my idol,neutral
 That is EXACTLY how I feel right now.,neutral
 tegan and sara fan? follow them ,neutral
Doin the **** Thing Here at the Crib..Bout to Watch Star Trek... Yup,neutral
babysitting kids who won`t let me play wii with them,negative
 we should all be down to earth. don`t none of us walk on water  I`m just some **** nerd trying to find my way thru life lol,neutral
in desperate need of some tweets to cheer me up,positive
"I think Tania is too cute, too nice  I love her! <3",positive
"Love story on loop for the past 30 minutes. I love this song.. It makes me happy, like this!",positive
"41 Followers? Random people, but okay!",neutral
My english is broken,negative
 good and you cup cake,positive
 I am glad to hear that you are ok. Without you they would have to rename the show to  'Just Friends',positive
"Missed Justin on SNL! AGHHH! Just when I started to love him again, yes it`s one of those weeks.",neutral
 ohhhh excellent song..hello my friend!,positive
 I`m sleeping on the wooden couch tonight!,neutral
time to lie in bed and watch tv,neutral
" - Tweetie is using Yfrog now, I think, so any chance of adding it to the in-client image viewing?",neutral
"the $60,000 i spent going to college was well spent.  I`m going to meet a man tomorrow in the Toys`R`Us parking lot for a cleaning job.",positive
had a thrilling time with DAS joyride roadtrip! nice driving Pai and Paulo.  http://plurk.com/p/rrg18,positive
Omg i here thunderrrr i wish i was home  i love cuddling with a blanky during a storm,neutral
" Batman: Arkham Asylum, but I don`t own a system that will play it, sadness",negative
  Thank you,positive
" : dougie, it`s coffee. There`s no 'I' on coffee. Hahaha and your name comes up as predicted text. Pretty awesome",positive
ughhh seriously hung over,negative
"my littelist fish, udon, is dearly departed",negative
_shields06 good job!  I wish i worked in a zoo,positive
Of back off other peoples he can only have one stalker,neutral
I need some DRANK & 'GRAPE KONTAKT' from my girlies  lol SOOOO SERIOUS!,neutral
 I was sad to hear they shaved too  I really liked the beards. I feel like I`m in the minority.,neutral
Roasting to most probably death,negative
 oh great.,positive
" yeah. No vomiting tonight, bit sniffly but ok.  bens trying to get him to sleep right now.",neutral
" awesome, I`m looking at sourcing some as well.",positive
 How would I know if u didn`t tell me??? Too busy cakin to pay me any attention,negative
" Link won`t open, but I will try it when i have a better connection tomorrow. I`m curious now",positive
Mode: Home Office,neutral
 oh oh oh are you offering to send ducks!  I love love love confit duck,positive
off to glue stuff onto poster,neutral
Beautiful Day..takn it down twitters  tell ALL mothers Happy Mothers Day,positive
" Likewise. However, what was the comment about originally?",neutral
wished didnt spend money last night,negative
 yo wake your **** up  and go to work  go get that paper  u aint sick dont lie,negative
" Good night.  Sorry I missed you during our morning window.  See you at 5, I suspect.",neutral
Such a beautiful morning,positive
 whats with u hating on becky soo much? ur bio says ur nice....guess not,neutral
90210 9pm  I laaaaaaaaave it.,positive
Nooo...i forgot my calculator for physics   oh well class is allmost over :3,negative
" whats twhirl? I`ve some work to be doing over the weekend thank god so I`m probably going to miss it red, sorry",neutral
Shower head broke while i was in the shower and shot straight @ my head.may get a welt later on from it,negative
 I left that for people to complete,neutral
going out to see star trek   be back in a while,neutral
arrghh stupid eczema      i have to go soon. sort it OUT! :/,negative
"  I love you, though!",positive
 very long by the sounds of things... But deadlines are Deadlines...,neutral
TGIF... Hubby dragged me out to buy car parts. I am tired n cranky,negative
"Today is my first real mothers day with my son actually here  he wasn`t born yet last year , can`t wait to hug him when I get home",positive
happy mother`s day,positive
I wonder how effective these street preachers are....   http://twitpic.com/67qhz,positive
wondering if anyone has seen my cell phone i cant find it anywhere,negative
" Since obviously living in Alaska, only a few radio stations we get here.",neutral
its getting really windy out there,neutral
"DH at work, DD7 at party. Seriously thinking of treating DS9 and myself to sushi lunch - after all, it IS Mother`s Day here!",neutral
 psh... I`m not cool enough to go to their open-houses.,negative
 No I haven`t made my page yet.  Had to work,neutral
At the dentist for Hopes first check up. Lets she how she handles a dentist.,neutral
I dont believe in my eyes or should I say on my browser? OMG OMG OMG,negative
 a whole season behind the US now,neutral
It`s 11:05 and I`m already on my lunch break,neutral
last night in newport,neutral
 I can`t shes taken my keys to muh car.,neutral
  just listened to the songs on your myspace.  really good,positive
 SSSSSSSSSSMACK!!!! Get back at it girl!  Are you doing WW?,neutral
"morning, still trying to find a babysitter, there is a creche at the gym so might leave him there, but just know he won`t be happy",negative
 I can`t work out if you`re into diesel or rice burners.,negative
 Ich will auch zu Pinkpop,neutral
